OFFICIAL_NAME,COUNTY_NAME,OFFICIAL_SIZE_VALUE,OFFICIAL_MAX_DEPTH_VALUE,PLSS,WBIC
Warvet Lake,Vilas,18.81,25,T42N R11E S28 SE SE,1624600
Washburn Lake,Oneida,85.02,27,T36N R7E S12 SW NE,1178000
Washington Lake,Shawano,74.05,18,T27N R16E S13 NE NE,323700
Washington Park Pond,Milwaukee,9.86,5,T7N R21E S23 NE SE,14400
Water Power Lake,Langlade,24.6,15,T33N R10E S11 SW SE,1445400
Watersmeet Lake,Vilas,106.96,12,T40N R9E S36 SE SE,1599400
Waubee Lake,Oconto,116.31,23,T33N R16E S13 NW NE,439500
Waubeesee Lake,Racine,139.21,73,T4N R20E S8 SW SE,760900
Waupee Flowage,Oconto,103.71,9,T32N R17E S21 SE SW,461300
Waupee Lake,Oconto,32.51,5,T31N R17E S3 SE NE,439600
Wazeda Lake,Monroe,51.52,11.5,T19N R1W S4 SW NW,1332700
Wazeecha Lake,Portage,140.16,20,T22N R6E S26 NW NE,1391200
Wazeecha Lake,Wood,140.16,20,T22N R6E S26 NW NE,1391200
Webb Lake,Douglas,43.54,27,T43N R12W S5 NW SE,2599800
Webb Lake,Burnett,756.07,31,T41N R14W S9 NW SW,2705400
Weber Lake,Iron,64.7,39,T45N R1E S5 NW SE,2909000
"Weeks Lake, East",Chippewa,3.91,10,T32N R9W S25 SE SE,1846500
Weeks Lakes,Chippewa,4.33,18,T32N R9W S25 SE SW,2044900
Weirgor Lake,Sawyer,41.57,13,T38N R8W S36 SE SW,2373600
Wellington Lake,Taylor,44.69,41,T33N R2E S32 SE SE,1467800
Wescott Lake,Oconto,40.19,27,T30N R18E S24 NW SW,455300
West Alaska Lake,Kewaunee,26.65,41,T24N R25E S19 NE NE,94300
West Bass Lake,Florence,55.11,19,T38N R17E S11 SW SE,652200
West Bend Pond,Washington,67,14,T11N R19E S13 NE NE,35200
West Branch Mill P.(White River),Waushara,59.91,29,T19N R9E S25 SE NE,152200
West Calkins Lake,Chippewa,8.79,18,T32N R8W S29 NE SE,2044300
West Davis Lake,Bayfield,14.42,10,T44N R6W S10 SE SW,2598700
West Horsehead Lake,Oneida,145.27,23,T37N R7E S16 NW NW,1522900
West Lake,Chippewa,5.18,12,T32N R8W S33 SW SE,2172200
West Lake,Manitowoc,5.52,38,T17N R22E S20 NW NW,49300
West Lake,Florence,70.61,25,T40N R19E S33 SW NW,703500
West Mitchell Lake,Oneida,54.99,13,T37N R6E S35 SW NW,1177200
West Twin Lake,Ashland,46.38,17,T43N R4W S21 NE SE,2044800
West Wilcox Lake,Washburn,15.91,6,T41N R13W S13 NE NE,2599100
Westphall Lake,Oconto,23.26,15,T31N R17E S21 NW NW,439700
Weyauwega Lake,Waupaca,253.29,10,T21N R13E S4 NW SE,257700
Weyers Lake,Manitowoc,5.61,32,T18N R23E S10 SE SW,49400
Whalen Lake,Washburn,85.75,20,T40N R12W S24 SW SW,2715900
Wheeler Lake,Oconto,281.37,35,T33N R16E S22 SE SE,439800
Wheeler Lake,Oconto,281.37,35,T33N R16E S22 SE SE,439800
Whitcomb Lake,Price,54.81,30,T40N R3E S5 NW SE,2266100
White Ash Lake,Polk,115.75,9,T34N R16W S2 SE SW,2628800
White Ash Lake,Polk,147.08,9,T34N R16W S11 NE SW,2628600
White Bass Lake,Bayfield,113.12,30,T43N R5W S25 NW SE,2430800
White Birch Lake,Sawyer,74.25,6,T37N R6W S31 NE NW,2378200
White Birch Lake,Vilas,112.92,27,T41N R8E S5 NW NE,2340500
White Clay Lake,Shawano,236.47,46,T27N R17E S22 NE SE,326400
White Deer Lake,Forest,62.42,50,T40N R12E S34 SE SE,1606600
White Lake,Waupaca,1064.11,10,T22N R13E S15 SW SW,272900
White Lake,Langlade,153.37,42,T31N R14E S16 SW SW,365500
White Lake,Marquette,80.82,60,T15N R10E S1 SW NE,163970
White Lake,Shawano,163.28,11,T25N R17E S5 NE NW,240800
White Lake,Oconto,49.91,49,T30N R18E S36 SE SE,447000
White Potato Lake,Oconto,1023.37,11,T31N R18E S23 SE NE,515100
White River Fl (Lower Pond),Waushara,124.64,20,T18N R10E S24 NE SE,151500
White River Flowage,Ashland,40.31,26,T46N R4W S6 NE NW,2894200
White Sand Lake,Vilas,746.41,71,T42N R7E S27 NW SE,2339100
White Sand Lake,Vilas,1180.85,63,T41N R5E S27 NW SE,2321100
Whitefish Lake,Sawyer,799.57,105,T39N R9W S12 SW NW,2392000
Whitefish Lake,Oneida,198.83,33,T38N R11E S14 SE NE,1613500
Whitefish Lake,Douglas,848.4,102,T43N R12W S21 NW NE,2694000
Whiteside Lake,Douglas,16.3,20,T44N R10W S8 SW SW,2600200
Whitewater Lake,Walworth,625.19,20,T4N R15E S35 NW NW,816800
Whitnall Park Pond,Milwaukee,16.46,10,T5N R21E S5 NE NE,7300
Wichser Lake,Oconto,14.31,35,T32N R15E S19 SW NW,439900
Wichser Lake,Langlade,14.31,35,T32N R15E S19 SW NW,439900
Wild Goose Lake,Polk,189.91,12,T34N R17W S13 NE SW,2600400
Wild Rice Lake,Vilas,384.06,26,T41N R5E S1 NE NE,2329800
Wild Rose Pond,Waushara,15.17,7,T20N R10E S25 NE NE,251600
Wildcat Lake,Vilas,293.07,38,T43N R7E S33 NE NE,2336800
Wilderness Lake,Bayfield,61.43,18,T45N R8W S6 SE NE,2600500
Wildwood Lake ,Vilas,14.92,32,T41N R7E S33 SW SE,2046300
Wiley Lake,Bayfield,57.46,25,T43N R8W S1 SE SE,2729800
Wilke Lake,Manitowoc,92.53,21,T17N R21E S2 SW NE,58000
Wilkerson Lake,Washburn,108.02,8,T39N R13W S7 SW NE,2600600
Williams Lake,Marquette,53.96,6,T15N R9E S24 SE NW,168300
Willow Flowage,Oneida,4217.09,30,T37N R5E S10 NE SW,1528300
Willow Lake,Oneida,409.61,6,T37N R4E S9 SE NW,1529500
Wilson Lake,Waushara,75.08,12,T20N R11E S27 NE SE,250000
Wilson Lake,Sawyer,103.06,25,T42N R6W S8 SE SW,2420000
Wilson Lake,Iron,155.19,21,T42N R3E S16 SE SE,2297000
Wilson Lake,Shawano,20.08,8,T27N R11E S18 SW NW,240900
Wilson Lake,Price,348.02,11,T37N R1W S13 SE SW,2239400
Wilson Park Pond,Milwaukee,8.06,4.5,T6N R22E S19 NE NW,15500
Wind Lake,Racine,919.27,47,T4N R20E S16 NW NE,761700
Wind Pudding Lake,Oneida,179.65,35,T38N R7E S28 NW NW,1178900
Windfall Lake,Forest,53.4,25,T34N R14E S33 NW SW,373500
Windfall Lake,Sawyer,103.93,16,T37N R7W S26 NW SW,2046500
Windigo Lake,Sawyer,503.16,51,T40N R9W S22 SW SE,2046600
Windowpane Lake,Oneida,42.28,37,T39N R5E S24 SE NE,1179000
Winter Lake (Price Flowage),Sawyer,256.85,22,T38N R5W S9 NE NE,2381100
Wintergreen Lake,Price,49.63,15,T40N R1E S36 SE NW,2046700
Wishbone Lake,Bayfield,16.73,40,T45N R7W S8 SW SW,2832900
Witches Lake,Vilas,32.3,40,T40N R7E S3 SE NE,982500
Witches Lake,Vilas,27.97,35,T40N R7E S2 NW SW,1177500
Withrow Lake,Chippewa,6.7,28,T30N R5W S22 SE NW,2156700
Witters Lake,Waushara,43.21,17,T18N R10E S15 NW SW,117400
Wolf Lake,Adams,41.55,58,T15N R7E S11 SE NE,117500
Wolf Lake,Portage,22.05,17,T21N R9E S1 NE SE,241100
Wolf Lake,Oneida,86.63,15,T36N R7E S26 NW SE,1563200
Wolf Lake,Marinette,78.69,47,T34N R21E S17 NW SW,614200
Wolf Lake,Washburn,36.99,51,T38N R10W S23 NE NE,2046900
Wolf Lake,Fond du Lac,75.02,47,T16N R19E S15 NE NW,60800
Wolf Lake,Forest,30.78,15,T39N R12E S32 NW SE,1179100
Wolf Lake,Polk,75.48,22,T36N R19W S13 NW NW,2635900
Wolf River Pond,Shawano,212.71,14,T27N R15E S36 NW SE,322500
Wood Lake,Burnett,521.23,35,T38N R18W S28 SE SE,2649800
Wood Lake,Marquette,82.26,53,T17N R8E S2 NE NW,117600
Wood Lake,Taylor,62.24,33,T33N R3E S23 NW SE,1467100
Wood Lake,Waukesha,19.77,22,T5N R18E S33 SW NE,766200
Woodbury Lake,Forest,69.64,20,T38N R12E S8 NW NE,1179400
Worcester Lake,Price,100.99,37,T36N R1E S23 SE SW,2210900
Worden Lake,Chippewa,20.35,14,T32N R7W S17 NE NW,2047200
Wyona Lake (Wyocena Millpond),Columbia,95.99,12,T12N R10E S21 NE NW,1267400
Yawkey Lake,Oneida,92.2,71,T38N R6E S15 SW SE,1179600
Yechout Lake,Washburn,46.85,25,T37N R12W S12 SE SE,2601000
Yellow Birch Lake,Vilas,191.72,23,T40N R10E S28 NE SE,1599600
Yellow Lake,Burnett,2283.46,31,T40N R17W S25 NW SE,2675200
Yellow River Flowage,Washburn,85.27,17,T39N R12W S31 SE NW,2681600
Yellowstone Lake,Lafayette,453.34,14,T3N R4E S1 SE SE,903700
Yoekel Lake,Douglas,5.16,7,T43N R12W S35 SE SE,2601100
Young Lake,Marinette,31.01,20,T36N R19E S1 NW SE,608900
Youngs Lake,Waupaca,2.99,15,T22N R11E S33 SW SW,264300
Zarling Lake,Forest,39.38,15,T34N R14E S10 SW SW,479800
Zielke Lake,Ashland,20.57,16,T43N R2W S28 SE NE,2406900
